map_size,sigma,learning_rate,init_method,qe,n_cluster
3x3,0.5,0.5,random_init,0.591646830258923,9
3x3,0.6,0.5,random_init,0.5917038096134307,9
3x3,0.9,0.2,random_init,0.5921390351530947,9
3x3,0.7,0.2,random_init,0.5933720656280895,9
3x3,0.5,0.3,random_init,0.5946032973886881,9
3x3,0.9,0.3,random_init,0.5952484229747147,9
3x3,0.5,0.6,random_init,0.5961976108968767,9
3x3,0.6,0.6,random_init,0.597348981322982,9
3x3,0.9,0.4,random_init,0.6015587843440198,9
3x3,0.4,0.4,random_init,0.6017840961805865,9
3x3,0.6,0.7,random_init,0.6018597273575528,9
3x3,0.8,0.4,random_init,0.6032659009696024,9
3x3,0.9,0.6,random_init,0.6049530846929909,9
3x3,0.6,0.3,random_init,0.6061772387771597,9
3x3,0.9,0.1,random_init,0.6073975126459753,9
3x3,0.1,0.6,random_init,0.6081581674349896,9
3x3,0.2,0.6,random_init,0.6081581674450529,9
3x3,0.3,0.6,random_init,0.608158167477068,9
3x3,0.5,0.8,random_init,0.6102684304756326,9
3x3,0.8,0.2,random_init,0.6115461279170528,9
3x3,0.1,0.8,random_init,0.6140011498004141,9
3x3,0.2,0.8,random_init,0.6140011498004142,9
3x3,0.3,0.8,random_init,0.6140011498004284,9
3x3,0.9,0.7,random_init,0.6152970337669499,9
3x3,0.8,0.5,random_init,0.616036885343147,9
3x3,0.8,0.3,random_init,0.6181673435705219,9
3x3,0.7,0.5,random_init,0.6194122680894302,9
3x3,0.7,0.6,random_init,0.6199074992921454,9
3x3,0.1,0.7,random_init,0.6212103719557885,9
3x3,0.2,0.7,random_init,0.6212103719557888,9
3x3,0.3,0.7,random_init,0.6212103722467206,9
3x3,0.8,0.7,random_init,0.6218317759310549,9
3x3,0.6,0.8,random_init,0.6222456039048768,9
3x3,0.7,0.8,random_init,0.622246051511818,9
3x3,0.4,0.8,random_init,0.6228511286049339,9
3x3,0.7,0.7,random_init,0.6247835534015593,9
3x3,0.9,0.9,random_init,0.6250969465822275,9
3x3,0.8,0.8,random_init,0.625532329293034,9
3x3,0.6,0.9,random_init,0.6256480399044636,9
3x3,0.2,0.2,random_init,0.6280849438974409,9
3x3,0.3,0.2,random_init,0.6280858977481352,9
3x3,0.1,0.3,random_init,0.6288005734420631,9
3x3,0.2,0.3,random_init,0.6288020525695731,9
3x3,0.9,0.5,random_init,0.6295977139081548,9
3x3,0.5,0.2,random_init,0.6297098820519408,9
3x3,0.1,0.4,random_init,0.630065960344208,9
3x3,0.2,0.4,random_init,0.6300659603907885,9
3x3,0.3,0.4,random_init,0.6300659617064106,9
3x3,0.4,0.9,random_init,0.6301573597606144,9
3x3,0.4,0.2,random_init,0.6302985630419792,9
3x3,0.8,0.6,random_init,0.6308449222961156,9
3x3,0.1,0.5,random_init,0.6340370070263124,9
3x3,0.2,0.5,random_init,0.6340370070273845,9
3x3,0.3,0.5,random_init,0.6340370070862991,9
3x3,0.4,0.3,random_init,0.6342393151090097,9
3x3,0.3,0.3,random_init,0.6342461317797765,9
3x3,0.7,0.9,random_init,0.6345446888954865,9
3x3,0.8,0.9,random_init,0.6350064598715145,9
3x3,0.7,0.3,random_init,0.6410028176938567,9
3x3,0.5,0.7,random_init,0.6455764302528695,9
3x3,0.9,0.8,random_init,0.6468512500200777,9
3x3,0.5,0.9,random_init,0.6481110574972799,9
3x3,0.6,0.1,random_init,0.6549613924339259,9
3x3,0.7,0.1,random_init,0.6660429807349005,9
3x3,0.1,0.2,random_init,0.6746012620357643,9
3x3,0.5,0.1,random_init,0.6922011885231072,9
3x3,0.4,0.1,random_init,0.6969712425935863,9
3x3,0.3,0.1,random_init,0.7012355717456292,9
3x3,0.2,0.1,random_init,0.7012391958041636,9
3x3,0.1,0.1,random_init,0.7028613293904883,9
2x2,0.1,0.1,random_init,0.7890868957442859,4
2x2,0.2,0.1,random_init,0.7890946526224659,4
2x2,0.3,0.1,random_init,0.7890947903010168,4
2x2,0.4,0.1,random_init,0.7890988740013438,4
2x2,0.5,0.1,random_init,0.7891226966469389,4
2x2,0.6,0.1,random_init,0.7892138278555693,4
2x2,0.1,0.2,random_init,0.7892891021773786,4
2x2,0.2,0.2,random_init,0.7892891021774985,4
2x2,0.3,0.2,random_init,0.7892891025069257,4
2x2,0.4,0.2,random_init,0.7892891123654149,4
2x2,0.1,0.7,random_init,0.7895455099158907,4
2x2,0.2,0.7,random_init,0.7895455099158907,4
2x2,0.3,0.7,random_init,0.7895455099158907,4
2x2,0.4,0.7,random_init,0.7895455099168264,4
2x2,0.5,0.7,random_init,0.7895455148327911,4
2x2,0.7,0.7,random_init,0.7895677314075097,4
2x2,0.7,0.1,random_init,0.7896457856484363,4
2x2,0.5,0.3,random_init,0.7904036133161677,4
2x2,0.8,0.1,random_init,0.7910529623704273,4
2x2,0.6,0.3,random_init,0.7970071667776926,4
2x2,0.7,0.3,random_init,0.797055339983893,4
2x2,0.8,0.3,random_init,0.7973525565810549,4
2x2,0.2,0.4,random_init,0.7973572526904392,4
2x2,0.1,0.4,random_init,0.7973572526904392,4
2x2,0.3,0.4,random_init,0.7973572526904984,4
2x2,0.4,0.4,random_init,0.7973572580709551,4
2x2,0.5,0.4,random_init,0.7973574228475195,4
2x2,0.6,0.4,random_init,0.7973593028177137,4
2x2,0.7,0.4,random_init,0.7973949711889751,4
2x2,0.8,0.4,random_init,0.7975825331939391,4
2x2,0.6,0.2,random_init,0.7984773736563873,4
2x2,0.9,0.3,random_init,0.798567764367059,4
2x2,0.7,0.2,random_init,0.798651281593614,4
2x2,0.9,0.4,random_init,0.798662693988512,4
2x2,0.8,0.2,random_init,0.7990436118282159,4
2x2,0.6,0.5,random_init,0.7997869711029213,4
2x2,0.7,0.5,random_init,0.7998155836403847,4
2x2,0.1,0.5,random_init,0.7999477880018808,4
2x2,0.2,0.5,random_init,0.7999477880018808,4
2x2,0.3,0.5,random_init,0.7999477880018808,4
2x2,0.4,0.5,random_init,0.7999477880023083,4
2x2,0.5,0.5,random_init,0.7999477984322736,4
2x2,0.8,0.5,random_init,0.8000746068343281,4
2x2,0.9,0.2,random_init,0.8003038119716713,4
2x2,0.9,0.5,random_init,0.801139640717186,4
2x2,0.5,0.6,random_init,0.8046321608594348,4
2x2,0.6,0.6,random_init,0.8046330845129375,4
2x2,0.3,0.6,random_init,0.8047043168088448,4
2x2,0.1,0.6,random_init,0.8047043168088448,4
2x2,0.2,0.6,random_init,0.8047043168088448,4
2x2,0.4,0.6,random_init,0.8047043168091496,4
2x2,0.7,0.6,random_init,0.8047545871879608,4
2x2,0.8,0.6,random_init,0.8049281033408586,4
2x2,0.5,0.2,random_init,0.8053960990885203,4
2x2,0.4,0.3,random_init,0.8054932116544139,4
2x2,0.2,0.3,random_init,0.8054932118014246,4
2x2,0.1,0.3,random_init,0.8054932118014246,4
2x2,0.3,0.3,random_init,0.8054932118023888,4
2x2,0.9,0.1,random_init,0.8060328286987388,4
2x2,0.9,0.6,random_init,0.8062812902913887,4
2x2,0.6,0.7,random_init,0.8117315241085697,4
2x2,0.8,0.7,random_init,0.8120138476563066,4
2x2,0.9,0.7,random_init,0.8133308261599748,4
2x2,0.7,0.8,random_init,0.8676736329662841,4
2x2,0.4,0.8,random_init,0.8676769314058699,4
2x2,0.1,0.8,random_init,0.8676769314064546,4
2x2,0.2,0.8,random_init,0.8676769314064546,4
2x2,0.3,0.8,random_init,0.8676769314064546,4
2x2,0.5,0.8,random_init,0.8676769327767581,4
2x2,0.6,0.8,random_init,0.8676773318726924,4
2x2,0.8,0.8,random_init,0.86768555415858,4
2x2,0.9,0.8,random_init,0.8688055427283057,4
2x2,0.8,0.9,random_init,0.874656226653024,4
2x2,0.5,0.9,random_init,0.8747064717198703,4
2x2,0.4,0.9,random_init,0.8747064727997128,4
2x2,0.2,0.9,random_init,0.8747064727997722,4
2x2,0.1,0.9,random_init,0.8747064727997722,4
2x2,0.3,0.9,random_init,0.8747064727997722,4
2x2,0.6,0.9,random_init,0.8747069144165812,4
2x2,0.7,0.9,random_init,0.8747196391990221,4
2x2,0.9,0.9,random_init,0.8751814691708464,4
