map_size,sigma,learning_rate,init_method,qe,n_cluster
5x5,0.6,0.2,random_init,1.5171372096262667,25
5x5,0.6,0.3,random_init,1.4505669196616087,25
5x5,0.6,0.4,random_init,1.4932804018032058,25
5x5,0.6,0.5,random_init,1.4437971287846847,25
5x5,0.6,0.6,random_init,1.446559704136904,25
5x5,0.6,0.7,random_init,1.4708541082410518,25
5x5,0.6,0.8,random_init,1.4724896493478303,25
5x5,0.6,0.9,random_init,1.4813229119075912,25
5x5,0.7,0.1,random_init,1.5754763558415772,25
5x5,0.7,0.2,random_init,1.4781008859682807,25
5x5,0.7,0.3,random_init,1.4397673581030266,25
5x5,0.7,0.4,random_init,1.460423907493297,25
5x5,0.7,0.5,random_init,1.4556022446275403,25
5x5,0.7,0.6,random_init,1.448060222221081,25
5x5,0.7,0.7,random_init,1.4232837930438091,25
5x5,0.7,0.8,random_init,1.4762503538520768,25
5x5,0.7,0.9,random_init,1.4553839644202666,25
5x5,0.8,0.1,random_init,1.5789848463838996,25
5x5,0.8,0.2,random_init,1.4584225716084265,25
5x5,0.8,0.3,random_init,1.4637406021971133,25
5x5,0.8,0.4,random_init,1.4417205365594579,25
5x5,0.8,0.5,random_init,1.4121452585221863,25
5x5,0.8,0.6,random_init,1.4165070904442474,25
5x5,0.8,0.7,random_init,1.4410416556152306,25
5x5,0.8,0.8,random_init,1.4370350149118907,25
5x5,0.8,0.9,random_init,1.4586920687233023,25
5x5,0.9,0.1,random_init,1.5873944971104472,25
5x5,0.9,0.2,random_init,1.5030799954322611,25
5x5,0.9,0.3,random_init,1.4195861687711495,25
5x5,0.9,0.4,random_init,1.4203682817161343,25
5x5,0.9,0.5,random_init,1.3960761029772009,25
5x5,0.9,0.6,random_init,1.4165719521673934,25
5x5,0.9,0.7,random_init,1.4209381006000996,25
5x5,0.9,0.8,random_init,1.4270927961642683,25
5x5,0.9,0.9,random_init,1.436428243757094,25
